owner,age,name,selling_price,km_driven,fuel_Diesel,fuel_Petrol,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Automatic,transmission_Manual,fule_Other
2.0,2,978,475000,120000,1,0,0,1,0,0,1,0
1.0,8,766,350000,42000,1,0,0,1,0,0,1,0
1.0,5,1152,229999,38000,0,1,0,1,0,0,1,0
1.0,3,363,800000,35000,1,0,0,1,0,0,1,0
2.0,7,978,475000,120000,1,0,0,1,0,0,1,0
1.0,7,1121,425000,136906,1,0,0,1,0,0,1,0
2.0,6,858,660000,97000,1,0,0,1,0,0,1,0
1.0,2,265,610000,10000,0,1,0,1,0,1,0,0
3.0,8,292,240000,50000,0,1,0,1,0,0,1,0
2.0,16,894,70000,60000,0,1,0,1,0,0,1,0
1.0,10,1357,550000,120000,1,0,0,1,0,0,1,0
2.0,11,1230,100000,120000,0,1,0,1,0,0,1,0
2.0,11,639,350000,90000,1,0,0,1,0,0,1,0
1.0,8,396,200000,120000,0,1,0,1,0,0,1,0
1.0,2,411,720000,3000,0,1,0,1,0,1,0,0
1.0,7,928,350000,133000,1,0,0,1,0,0,1,0
1.0,5,1048,400000,25000,0,1,0,1,0,0,1,0
1.0,4,584,570000,35000,0,1,0,1,0,0,1,0
1.0,6,922,130000,70000,0,1,0,1,0,0,1,0
1.0,5,793,210000,52000,0,1,0,1,0,0,1,0
1.0,3,377,800000,52000,1,0,0,1,0,0,1,0
1.0,4,346,700000,39000,1,0,0,1,0,0,1,0
1.0,10,1237,200000,28689,1,0,0,1,0,0,1,0
2.0,7,1205,495000,90000,1,0,0,1,0,0,1,0
1.0,7,205,325000,80322,1,0,1,0,0,0,1,0
1.0,2,248,650000,8000,0,1,0,1,0,0,1,0
2.0,21,651,155000,50000,1,0,0,1,0,0,1,0
2.0,14,777,75000,90000,0,1,0,1,0,0,1,0
1.0,6,430,350000,61658,1,0,1,0,0,0,1,0
3.0,11,1063,90000,50000,0,1,0,1,0,0,1,0
1.0,5,880,600000,80000,1,0,0,1,0,0,1,0
1.0,11,700,400000,185000,1,0,0,1,0,0,1,0
2.0,7,993,370000,57000,1,0,0,1,0,0,1,0
1.0,21,780,50000,60000,0,1,0,1,0,0,1,0
2.0,17,302,125000,120000,0,1,0,1,0,0,1,0
1.0,3,296,1800000,26000,1,0,0,1,0,1,0,0
1.0,2,434,650000,20000,0,1,0,1,0,1,0,0
1.0,4,876,800000,30600,0,1,0,1,0,1,0,0
1.0,1,1452,802000,5000,0,1,0,1,0,0,1,0
3.0,6,8,2300000,35000,1,0,0,1,0,1,0,0
1.0,5,539,430000,35000,1,0,0,1,0,0,1,0
1.0,4,507,650000,23000,0,1,0,1,0,0,1,0
1.0,17,681,170000,120000,1,0,0,1,0,0,1,0
1.0,10,1198,450000,235000,1,0,0,1,0,1,0,0
1.0,8,793,250000,87000,0,1,0,1,0,0,1,0
2.0,7,167,550000,72000,0,1,0,1,0,0,1,0
2.0,8,611,2000000,64000,1,0,0,1,0,1,0,0
2.0,14,1068,140000,100000,0,1,0,1,0,0,1,0
1.0,9,56,155000,12000,0,1,0,1,0,0,1,0
3.0,11,366,120000,67000,0,1,0,1,0,0,1,0
1.0,9,1394,287000,70000,1,0,0,1,0,0,1,0
1.0,5,821,675000,60000,1,0,0,1,0,0,1,0
2.0,10,559,235000,74500,0,1,0,1,0,0,1,0
2.0,10,575,300000,118700,1,0,0,1,0,0,1,0
2.0,6,1112,434999,40000,0,1,0,1,0,1,0,0
3.0,17,712,225000,223660,1,0,0,1,0,1,0,0
2.0,15,1350,160000,140000,0,1,0,1,0,0,1,0
1.0,1,452,600000,5000,0,1,0,1,0,0,1,0
2.0,5,97,470000,100000,1,0,0,1,0,0,1,0
2.0,10,976,300000,100000,0,1,0,1,0,0,1,0
1.0,3,823,600000,2000,0,1,0,1,0,0,1,0
1.0,1,450,640000,4000,0,1,0,1,0,1,0,0
4.0,15,1217,50000,120000,1,0,0,1,0,0,1,0
1.0,6,512,600000,35000,0,1,0,1,0,0,1,0
1.0,7,560,290000,29000,0,0,0,1,0,0,1,1
1.0,6,512,600000,30000,0,1,0,1,0,0,1,0
1.0,9,1263,190000,120000,1,0,0,1,0,0,1,0
3.0,13,552,160000,110000,0,1,0,1,0,0,1,0
1.0,4,806,325000,15000,0,1,0,1,0,0,1,0
1.0,15,630,200000,73756,1,0,0,1,0,0,1,0
1.0,3,1386,2800000,40000,1,0,0,1,0,1,0,0
3.0,10,85,125000,60000,0,1,0,1,0,0,1,0
4.0,13,555,155000,60000,0,1,0,1,0,0,1,0
1.0,6,595,550000,90000,1,0,0,1,0,0,1,0
4.0,12,1032,130000,70000,0,1,0,1,0,0,1,0
2.0,19,775,80000,70000,0,1,0,1,0,0,1,0
2.0,6,1369,500000,80000,1,0,0,1,0,0,1,0
1.0,2,1155,250000,27000,0,1,0,1,0,0,1,0
1.0,9,755,580000,70000,1,0,0,1,0,0,1,0
1.0,19,100,60000,50000,0,1,0,1,0,0,1,0
1.0,9,1370,300000,185000,1,0,0,1,0,0,1,0
2.0,7,233,200000,90000,1,0,0,1,0,0,1,0
1.0,4,1212,1200000,16400,1,0,0,1,0,0,1,0
2.0,6,1369,350000,80000,1,0,0,1,0,0,1,0
2.0,9,756,600000,80000,1,0,0,1,0,0,1,0
1.0,2,354,650000,4000,0,1,0,1,0,0,1,0
1.0,13,787,120000,40000,0,1,0,1,0,0,1,0
2.0,11,1294,180000,120000,1,0,0,1,0,0,1,0
1.0,3,533,950000,41395,0,1,0,1,0,1,0,0
2.0,9,1267,250999,35000,1,0,0,1,0,0,1,0
1.0,9,1173,385000,52000,1,0,1,0,0,0,1,0
2.0,12,17,1250000,47000,1,0,1,0,0,1,0,0
1.0,8,56,165000,50000,0,1,0,1,0,0,1,0
1.0,6,409,700000,48000,0,1,1,0,0,0,1,0
1.0,6,756,750000,53000,1,0,1,0,0,0,1,0
1.0,13,672,89999,213000,1,0,0,1,0,0,1,0
1.0,3,119,290000,15000,0,1,1,0,0,1,0,0
2.0,7,1277,45000,7000,0,1,0,1,0,0,1,0
1.0,8,1197,675000,88000,1,0,1,0,0,1,0,0
1.0,6,1124,530000,55000,1,0,1,0,0,0,1,0
1.0,7,38,1485000,48000,1,0,1,0,0,1,0,0
1.0,7,67,325000,71014,1,0,1,0,0,0,1,0
1.0,6,266,400000,60000,1,0,1,0,0,0,1,0
1.0,4,654,380000,71000,1,0,1,0,0,0,1,0
1.0,5,332,750000,45000,0,1,1,0,0,1,0,0
1.0,4,295,390000,45000,0,1,1,0,0,0,1,0
1.0,12,814,110000,20000,0,1,0,1,0,0,1,0
1.0,2,622,1825000,14000,1,0,1,0,0,0,1,0
1.0,2,9,3256000,17000,1,0,1,0,0,1,0,0
1.0,6,1163,370000,60000,1,0,1,0,0,0,1,0
2.0,8,52,210000,80000,1,0,0,1,0,0,1,0
4.0,14,1171,175000,181000,1,0,0,1,0,0,1,0
2.0,9,506,575000,89550,1,0,0,1,0,0,1,0
3.0,11,762,320000,90000,1,0,0,1,0,0,1,0
3.0,11,990,280000,149500,1,0,0,1,0,0,1,0
2.0,8,1138,500000,190000,1,0,0,1,0,0,1,0
1.0,8,208,380000,83000,1,0,1,0,0,0,1,0
2.0,16,777,120000,20000,0,1,0,1,0,0,1,0
1.0,3,870,395000,20000,0,1,0,1,0,0,1,0
1.0,11,1169,360000,160000,1,0,0,1,0,0,1,0
1.0,6,1124,451000,100000,1,0,0,1,0,0,1,0
2.0,11,85,175000,45000,0,1,0,1,0,0,1,0
2.0,12,85,170000,44800,0,1,0,1,0,0,1,0
2.0,15,486,100000,40000,0,1,0,1,0,0,1,0
3.0,7,922,150000,120000,0,1,0,1,0,0,1,0
2.0,10,1236,149000,10000,1,0,0,1,0,0,1,0
2.0,10,1225,160000,80000,1,0,0,1,0,0,1,0
1.0,3,109,434999,10000,0,1,0,1,0,0,1,0
1.0,7,756,800000,156000,1,0,0,1,0,0,1,0
2.0,11,1416,819999,120000,1,0,0,1,0,0,1,0
2.0,14,829,163000,100000,0,1,0,1,0,0,1,0
2.0,20,1080,350000,100000,1,0,0,1,0,0,1,0
2.0,15,1219,75000,100000,0,1,0,1,0,0,1,0
2.0,9,814,180000,60000,0,1,0,1,0,0,1,0
1.0,4,226,675000,30000,1,0,0,1,0,0,1,0
1.0,8,992,400000,170000,1,0,0,1,0,0,1,0
2.0,8,1460,434999,100000,1,0,0,1,0,0,1,0
2.0,15,1254,100000,110000,0,1,0,1,0,0,1,0
2.0,6,964,419000,170000,1,0,0,1,0,0,1,0
1.0,12,1219,200000,100000,0,1,0,1,0,0,1,0
1.0,7,1163,400000,35000,1,0,0,1,0,0,1,0
2.0,3,153,790000,40000,1,0,0,1,0,0,1,0
2.0,6,1139,500000,90000,1,0,0,1,0,0,1,0
2.0,9,1192,275000,120000,1,0,0,1,0,0,1,0
2.0,9,578,450000,120000,1,0,0,1,0,0,1,0
1.0,1,748,1400000,25000,1,0,1,0,0,0,1,0
1.0,6,1132,800000,15000,1,0,0,1,0,0,1,0
1.0,7,1045,315000,41000,0,1,1,0,0,0,1,0
1.0,2,819,700000,16000,0,1,0,1,0,0,1,0
1.0,5,641,585000,51000,1,0,1,0,0,0,1,0
1.0,7,76,350000,30000,0,1,0,1,0,0,1,0
1.0,7,328,495000,80000,1,0,1,0,0,0,1,0
1.0,4,432,500000,50000,0,1,0,1,0,0,1,0
1.0,8,439,345000,44000,0,1,1,0,0,0,1,0
1.0,6,828,500000,10000,0,1,0,1,0,0,1,0
1.0,5,1045,360000,33000,0,1,1,0,0,0,1,0
1.0,11,816,210000,25000,0,1,0,1,0,0,1,0
1.0,7,803,220000,66000,0,1,1,0,0,0,1,0
1.0,12,43,250000,48000,0,1,0,1,0,0,1,0
1.0,5,1400,990000,146000,1,0,1,0,0,0,1,0
4.0,8,667,220000,100000,1,0,0,1,0,0,1,0
2.0,9,611,1800000,50000,1,0,0,1,0,1,0,0
1.0,7,326,530000,50000,0,1,0,1,0,0,1,0
1.0,5,821,575000,50000,1,0,0,1,0,0,1,0
1.0,9,764,400000,99000,1,0,1,0,0,0,1,0
1.0,5,358,680000,50000,1,0,0,1,0,0,1,0
1.0,7,454,1000000,80000,1,0,0,1,0,1,0,0
2.0,5,793,260000,45000,0,1,0,1,0,0,1,0
2.0,11,1265,150000,50000,0,1,0,1,0,0,1,0
3.0,13,816,180000,70000,0,1,0,1,0,0,1,0
1.0,7,146,346000,37516,1,0,0,1,0,0,1,0
1.0,6,759,450000,20000,1,0,0,1,0,0,1,0
1.0,2,437,500000,5000,0,1,0,1,0,0,1,0
1.0,2,429,700000,8000,1,0,0,1,0,0,1,0
1.0,2,793,280000,25880,0,1,0,1,0,0,1,0
1.0,2,467,475000,10000,0,1,0,1,0,1,0,0
1.0,12,973,300000,50000,1,0,0,1,0,0,1,0
1.0,7,803,200999,40000,0,1,0,1,0,0,1,0
3.0,12,1169,200000,100000,1,0,0,1,0,0,1,0
2.0,12,47,210000,80000,0,1,0,1,0,0,1,0
1.0,9,1258,160000,110000,1,0,0,1,0,0,1,0
2.0,12,524,175000,136000,1,0,0,1,0,0,1,0
1.0,9,1297,320000,80000,1,0,0,1,0,0,1,0
2.0,12,814,110000,50000,0,1,0,1,0,0,1,0
1.0,13,1041,300000,30000,0,1,0,1,0,0,1,0
1.0,9,313,700000,10000,0,1,0,1,0,0,1,0
4.0,12,1231,135000,90000,1,0,0,1,0,0,1,0
1.0,6,635,500000,110000,1,0,0,1,0,0,1,0
2.0,9,707,550000,120000,1,0,0,1,0,0,1,0
3.0,7,1421,1050000,90000,1,0,0,1,0,0,1,0
1.0,5,326,500000,20000,0,1,0,1,0,0,1,0
2.0,10,928,180000,90000,1,0,0,1,0,0,1,0
2.0,11,476,170000,50000,0,1,0,1,0,0,1,0
1.0,2,288,484999,9000,0,1,0,1,0,0,1,0
2.0,10,788,150000,70000,0,1,0,1,0,0,1,0
1.0,3,809,380000,25000,0,1,0,1,0,0,1,0
1.0,2,471,480000,10000,0,1,0,1,0,0,1,0
4.0,12,1231,135000,90000,1,0,0,1,0,0,1,0
2.0,10,1460,290000,60000,1,0,0,1,0,0,1,0
1.0,8,133,350000,70000,0,1,0,1,0,0,1,0
1.0,7,793,110000,25000,0,1,0,1,0,0,1,0
3.0,18,464,70000,80000,0,1,0,1,0,0,1,0
3.0,10,1486,300000,70000,0,1,0,1,0,1,0,0
1.0,4,792,180000,60000,0,1,0,1,0,0,1,0
1.0,1,1152,300000,20000,0,1,0,1,0,0,1,0
1.0,4,823,509000,60000,0,1,0,1,0,0,1,0
1.0,5,940,650000,80000,1,0,0,1,0,0,1,0
3.0,6,993,450000,70000,1,0,0,1,0,0,1,0
2.0,22,648,170000,2020,1,0,0,1,0,0,1,0
2.0,14,682,210000,100000,1,0,0,1,0,0,1,0
2.0,8,595,360000,80000,1,0,0,1,0,0,1,0
2.0,10,1407,495000,120000,1,0,0,1,0,0,1,0
3.0,15,811,105000,100000,0,1,0,1,0,0,1,0
3.0,11,599,270000,60000,0,1,0,1,0,0,1,0
1.0,11,236,130000,110000,0,1,0,1,0,0,1,0
2.0,7,318,700000,90000,1,0,0,1,0,0,1,0
1.0,9,63,400000,40000,1,0,0,1,0,0,1,0
2.0,12,1011,250000,60000,0,1,0,1,0,0,1,0
2.0,8,279,325000,94000,1,0,0,1,0,0,1,0
1.0,13,814,69000,100000,0,1,0,1,0,0,1,0
1.0,3,691,1380000,25000,1,0,0,1,0,0,1,0
1.0,14,1068,90000,90000,0,1,0,1,0,0,1,0
1.0,5,750,1000000,40000,1,0,0,1,0,0,1,0
2.0,11,370,145000,90000,0,0,0,1,0,0,1,1
4.0,1,802,250000,1100,0,1,0,1,0,0,1,0
3.0,10,992,256000,70000,1,0,0,1,0,0,1,0
1.0,16,1217,70000,120000,1,0,0,1,0,0,1,0
4.0,21,1044,50000,88500,0,1,0,1,0,0,1,0
2.0,5,1154,240000,70000,0,1,0,1,0,0,1,0
1.0,11,1224,97000,128000,0,1,0,1,0,0,1,0
1.0,9,1244,130000,120000,1,0,0,1,0,0,1,0
1.0,12,954,199000,52536,0,1,0,1,0,0,1,0
1.0,15,339,125000,70000,0,1,0,1,0,1,0,0
1.0,6,537,420000,60000,1,0,0,1,0,0,1,0
1.0,5,666,525000,110000,1,0,0,1,0,0,1,0
1.0,13,476,125000,85000,0,1,0,1,0,0,1,0
1.0,11,530,325000,135000,1,0,0,1,0,0,1,0
4.0,9,1484,330000,86000,1,0,0,1,0,0,1,0
1.0,11,1035,110000,50000,0,1,0,1,0,0,1,0
1.0,2,936,450000,1950,0,1,0,1,0,0,1,0
1.0,16,954,85000,118400,0,1,0,1,0,0,1,0
2.0,14,340,229999,70000,0,1,0,1,0,0,1,0
2.0,9,554,250000,60000,0,1,0,1,0,0,1,0
1.0,6,170,650000,68000,1,0,0,1,0,0,1,0
1.0,4,971,600000,46507,1,0,0,0,1,0,1,0
1.0,4,1374,650000,6480,0,1,0,0,1,0,1,0
1.0,4,1017,750000,32077,1,0,0,0,1,0,1,0
1.0,3,1433,850000,19107,0,1,0,0,1,0,1,0
1.0,4,397,315000,18469,0,1,0,0,1,0,1,0
1.0,6,987,415000,28217,0,1,0,0,1,0,1,0
1.0,5,863,640000,72787,1,0,0,0,1,0,1,0
1.0,4,850,780000,31063,0,1,0,0,1,0,1,0
1.0,4,1389,2595000,79641,1,0,0,0,1,1,0,0
1.0,6,380,850000,58692,1,0,0,0,1,0,1,0
1.0,6,380,900000,54784,1,0,0,0,1,0,1,0
1.0,5,1361,1150000,64156,0,1,0,0,1,0,1,0
1.0,14,895,75000,54000,0,1,0,1,0,0,1,0
1.0,9,1478,215000,97000,1,0,0,1,0,0,1,0
2.0,12,946,130000,120000,0,1,0,1,0,1,0,0
1.0,2,467,400000,16000,0,1,0,1,0,1,0,0
1.0,2,961,550000,60000,0,1,0,1,0,1,0,0
1.0,5,56,245000,52000,0,1,1,0,0,0,1,0
4.0,11,993,320000,110000,1,0,0,1,0,0,1,0
2.0,5,721,730000,60000,1,0,0,1,0,1,0,0
3.0,16,249,120000,100000,0,1,0,1,0,0,1,0
1.0,4,335,950000,35000,0,1,0,1,0,0,1,0
3.0,4,1048,350000,48000,0,1,0,1,0,0,1,0
2.0,16,897,100000,20000,0,1,0,1,0,0,1,0
1.0,4,1048,350000,30000,0,1,0,1,0,0,1,0
2.0,16,1051,80000,40000,0,1,0,1,0,0,1,0
1.0,8,510,370000,60000,0,1,0,1,0,0,1,0
2.0,9,394,160000,70000,0,1,0,1,0,0,1,0
1.0,12,1318,130000,120000,1,0,0,1,0,0,1,0
1.0,5,78,250000,30000,0,1,0,1,0,0,1,0
2.0,9,1297,270000,80000,1,0,0,1,0,0,1,0
1.0,2,36,2600000,9500,1,0,0,1,0,1,0,0
1.0,8,396,160000,80000,0,1,0,1,0,0,1,0
1.0,5,402,229999,80000,0,1,0,1,0,0,1,0
1.0,4,638,750000,29000,1,0,0,1,0,0,1,0
1.0,10,72,195000,120000,1,0,0,1,0,0,1,0
1.0,6,1368,320000,60000,0,1,0,1,0,0,1,0
1.0,3,697,1100000,20000,1,0,0,1,0,0,1,0
1.0,5,116,270000,22000,0,1,0,1,0,0,1,0
1.0,9,1166,300000,50000,0,1,0,1,0,0,1,0
1.0,9,52,200000,50000,1,0,0,1,0,0,1,0
1.0,14,1060,120000,81366,0,1,0,1,0,0,1,0
1.0,15,898,95000,110000,0,1,0,1,0,0,1,0
1.0,8,1464,400000,100000,0,1,0,1,0,0,1,0
1.0,15,1401,229999,300000,1,0,0,1,0,0,1,0
1.0,5,657,430000,20000,1,0,0,1,0,0,1,0
1.0,9,1143,300000,90000,1,0,0,1,0,0,1,0
1.0,8,133,350000,70000,0,1,0,1,0,0,1,0
1.0,8,1133,450000,120000,1,0,0,1,0,0,1,0
2.0,5,1154,200000,53000,0,1,0,1,0,0,1,0
1.0,4,793,250000,30000,0,1,0,1,0,0,1,0
2.0,9,958,368000,90000,0,1,0,1,0,0,1,0
2.0,9,958,368000,90000,0,1,0,1,0,0,1,0
1.0,7,1406,650000,244000,1,0,0,1,0,0,1,0
3.0,24,647,150000,120000,1,0,0,1,0,0,1,0
1.0,9,1038,180000,60000,0,0,0,1,0,0,1,1
1.0,4,439,525000,15000,0,1,0,1,0,0,1,0
2.0,16,188,350000,150000,1,0,0,1,0,0,1,0
2.0,3,714,850000,30000,1,0,0,1,0,0,1,0
3.0,10,1445,350000,312000,1,0,0,1,0,0,1,0
1.0,14,895,75000,54000,0,1,0,1,0,0,1,0
1.0,16,954,160000,67000,0,1,0,1,0,0,1,0
1.0,4,985,500000,40000,1,0,0,1,0,0,1,0
1.0,13,476,130000,100000,0,1,0,1,0,0,1,0
2.0,6,1341,350000,100000,1,0,0,1,0,0,1,0
1.0,16,1034,70000,80000,0,1,0,1,0,0,1,0
2.0,7,1398,750000,145000,1,0,0,1,0,0,1,0
1.0,8,279,450000,53000,1,0,0,1,0,0,1,0
3.0,6,963,430000,73000,1,0,0,1,0,0,1,0
3.0,10,941,260000,90000,1,0,0,1,0,0,1,0
3.0,8,992,370000,80000,1,0,0,1,0,0,1,0
1.0,10,41,229999,100000,0,0,0,1,0,0,1,1
3.0,10,231,140000,90000,1,0,0,1,0,0,1,0
1.0,8,1398,700000,200000,1,0,0,1,0,0,1,0
1.0,1,414,545000,7300,0,1,0,1,0,0,1,0
1.0,4,118,200000,30000,0,1,0,1,0,0,1,0
1.0,6,1308,500000,120000,1,0,0,1,0,0,1,0
2.0,13,814,70000,90000,0,1,0,1,0,0,1,0
3.0,8,724,580000,25000,1,0,0,1,0,0,1,0
2.0,9,869,160000,70000,0,0,0,1,0,0,1,1
1.0,3,437,450000,6000,0,1,0,1,0,0,1,0
1.0,11,814,160000,36000,0,1,0,1,0,0,1,0
1.0,5,882,760000,49000,1,0,0,1,0,0,1,0
1.0,6,401,300000,22000,0,1,0,1,0,0,1,0
2.0,23,913,50000,35000,0,0,0,1,0,0,1,1
1.0,2,626,800000,24000,1,0,0,1,0,0,1,0
1.0,3,971,680000,20000,1,0,0,1,0,0,1,0
2.0,12,779,85000,50000,0,0,0,1,0,0,1,1
1.0,5,1422,1300000,70000,1,0,0,1,0,0,1,0
1.0,5,1000,500000,60000,0,1,0,1,0,0,1,0
1.0,6,20,3500000,35000,1,0,0,1,0,1,0,0
1.0,13,373,145000,60000,0,1,0,1,0,0,1,0
1.0,8,668,300000,60000,1,0,0,1,0,0,1,0
2.0,4,994,600000,60000,1,0,0,1,0,0,1,0
2.0,6,974,400000,70000,0,1,0,1,0,0,1,0
2.0,14,484,130000,135000,0,1,0,1,0,0,1,0
2.0,20,776,45000,72539,0,1,0,1,0,0,1,0
1.0,4,831,641000,25000,0,1,0,1,0,0,1,0
1.0,6,971,650000,50000,1,0,0,1,0,0,1,0
0.0,1,243,784000,101,1,0,1,0,0,0,1,0
0.0,1,239,635000,101,0,1,1,0,0,0,1,0
0.0,1,173,1000000,101,1,0,1,0,0,0,1,0
1.0,6,218,495000,52328,1,0,1,0,0,0,1,0
1.0,8,476,324000,30000,0,1,0,1,0,0,1,0
1.0,5,186,2100000,91505,1,0,1,0,0,1,0,0
1.0,3,793,200000,35000,0,1,0,1,0,0,1,0
1.0,6,971,320000,60000,1,0,0,1,0,0,1,0
1.0,6,401,300000,20500,0,1,0,1,0,0,1,0
1.0,8,1236,180000,200000,1,0,0,1,0,0,1,0
3.0,13,1414,500000,154000,1,0,0,1,0,0,1,0
2.0,10,1383,305000,120000,0,1,0,1,0,0,1,0
4.0,12,775,125000,50000,0,1,0,1,0,0,1,0
1.0,6,978,800000,135000,1,0,0,1,0,0,1,0
1.0,12,701,420000,100000,1,0,0,1,0,0,1,0
1.0,4,1020,875000,40000,1,0,0,1,0,0,1,0
1.0,7,978,580000,70000,1,0,0,1,0,0,1,0
2.0,10,990,350000,133000,1,0,0,1,0,0,1,0
2.0,17,371,120000,110000,0,1,0,1,0,0,1,0
3.0,8,1238,150000,180000,1,0,0,1,0,0,1,0
1.0,8,1133,650000,120000,1,0,0,1,0,0,1,0
2.0,11,801,225000,80000,0,1,0,1,0,0,1,0
1.0,7,264,400000,15000,0,1,0,1,0,1,0,0
1.0,16,426,250000,70000,0,1,0,1,0,0,1,0
2.0,13,474,120000,41723,0,1,0,1,0,0,1,0
1.0,11,943,250000,70000,0,1,0,1,0,0,1,0
2.0,9,803,175000,20000,0,1,0,1,0,0,1,0
2.0,8,1137,450000,1000,1,0,1,0,0,0,1,0
1.0,3,911,590000,26350,1,0,1,0,0,0,1,0
1.0,6,1248,225000,68745,1,0,1,0,0,0,1,0
1.0,5,751,900000,47000,1,0,0,1,0,0,1,0
1.0,4,807,375000,27289,0,1,1,0,0,1,0,0
1.0,5,396,320000,24662,0,1,1,0,0,0,1,0
1.0,8,971,525000,37000,1,0,1,0,0,0,1,0
1.0,7,1102,650000,28245,1,0,1,0,0,0,1,0
1.0,4,431,575000,27005,1,0,1,0,0,0,1,0
1.0,7,554,355000,39227,0,1,1,0,0,0,1,0
1.0,5,653,470000,31367,1,0,1,0,0,0,1,0
1.0,13,1034,221000,35008,0,1,1,0,0,0,1,0
1.0,12,476,195000,27005,0,1,1,0,0,0,1,0
2.0,17,479,90000,100005,0,1,1,0,0,0,1,0
1.0,8,528,580000,45264,1,0,1,0,0,0,1,0
1.0,7,872,325000,39093,0,1,1,0,0,0,1,0
1.0,8,308,495000,45241,0,1,1,0,0,0,1,0
1.0,7,395,290000,12000,0,1,1,0,0,0,1,0
1.0,3,114,375000,2769,0,1,1,0,0,0,1,0
1.0,10,1238,211000,43128,1,0,1,0,0,0,1,0
2.0,11,591,270000,110000,0,1,0,1,0,0,1,0
2.0,17,813,70000,50000,0,1,0,1,0,0,1,0
2.0,11,558,225000,60000,0,1,0,1,0,0,1,0
3.0,7,686,420000,70000,1,0,0,1,0,0,1,0
1.0,6,78,280000,22255,0,1,0,1,0,0,1,0
1.0,8,605,400000,59213,0,1,0,1,0,0,1,0
1.0,6,751,850000,55000,1,0,0,1,0,0,1,0
1.0,10,211,550000,80000,1,0,0,1,0,0,1,0
1.0,10,211,550000,80000,1,0,0,1,0,0,1,0
1.0,3,1131,1000000,40000,1,0,0,1,0,0,1,0
1.0,7,761,350000,170000,1,0,0,1,0,0,1,0
2.0,10,1294,350000,170000,1,0,0,1,0,0,1,0
3.0,14,340,170000,70000,0,1,0,1,0,0,1,0
0.0,1,147,828999,1010,0,1,1,0,0,0,1,0
0.0,1,163,1119000,1010,0,1,1,0,0,0,1,0
0.0,1,239,746000,1111,0,1,1,0,0,0,1,0
0.0,1,178,1030000,1010,0,1,1,0,0,0,1,0
0.0,1,162,1334000,1010,1,0,1,0,0,0,1,0
0.0,1,242,811999,1010,0,1,1,0,0,0,1,0
0.0,1,181,1331000,1010,1,0,1,0,0,0,1,0
0.0,1,245,852000,1010,0,1,1,0,0,0,1,0
2.0,15,1216,45000,120000,1,0,0,1,0,0,1,0
3.0,8,1138,430000,70000,1,0,0,1,0,0,1,0
2.0,10,1260,140000,60000,1,0,0,1,0,0,1,0
1.0,6,693,830000,70000,1,0,0,1,0,0,1,0
2.0,12,703,409999,110000,1,0,0,1,0,0,1,0
3.0,9,992,190000,80000,1,0,0,1,0,0,1,0
2.0,14,258,200000,80000,0,1,0,1,0,0,1,0
2.0,15,373,120000,110000,0,1,0,1,0,0,1,0
1.0,2,634,850000,50000,1,0,0,1,0,0,1,0
4.0,10,1246,95000,115000,1,0,0,1,0,0,1,0
1.0,8,1035,213000,80000,0,1,0,1,0,0,1,0
1.0,3,1438,660000,25000,1,0,0,1,0,0,1,0
1.0,4,1111,415000,48965,0,1,1,0,0,0,1,0
0.0,2,176,1100000,5166,0,1,1,0,0,0,1,0
1.0,9,756,650000,76290,1,0,1,0,0,0,1,0
2.0,5,739,969999,70000,1,0,0,1,0,1,0,0
1.0,5,744,1250000,35000,1,0,0,1,0,0,1,0
1.0,4,959,715000,25000,1,0,0,1,0,1,0,0
1.0,4,959,715000,25000,1,0,0,1,0,1,0,0
1.0,5,992,565000,47000,1,0,1,0,0,0,1,0
2.0,8,724,615000,45766,1,0,0,1,0,0,1,0
2.0,14,1292,199000,78771,1,0,1,0,0,0,1,0
1.0,11,1005,325000,79357,1,0,1,0,0,0,1,0
1.0,9,231,409999,28000,1,0,0,1,0,0,1,0
2.0,9,527,500000,72000,1,0,1,0,0,1,0,0
2.0,10,232,225000,76736,1,0,1,0,0,0,1,0
2.0,14,812,135000,70000,0,1,0,1,0,0,1,0
2.0,9,1157,750000,80000,1,0,0,1,0,1,0,0
2.0,12,1039,155000,60000,0,0,0,1,0,0,1,1
3.0,9,1460,335000,77000,1,0,1,0,0,0,1,0
4.0,16,255,114999,92645,1,0,1,0,0,0,1,0
2.0,14,1092,699000,101849,1,0,1,0,0,0,1,0
4.0,17,630,110000,120000,1,0,0,1,0,0,1,0
1.0,9,594,300000,80000,0,1,0,1,0,0,1,0
2.0,7,694,700000,70000,1,0,0,1,0,0,1,0
1.0,4,879,700000,120000,1,0,0,1,0,0,1,0
3.0,8,793,210000,42000,0,1,0,1,0,0,1,0
3.0,9,883,600000,120000,1,0,0,1,0,0,1,0
2.0,9,1264,180000,155836,1,0,0,1,0,0,1,0
2.0,10,1056,220000,59000,0,1,0,1,0,0,1,0
1.0,12,86,70000,60000,0,1,0,1,0,0,1,0
2.0,3,374,950000,70000,1,0,0,1,0,0,1,0
1.0,7,199,800000,20000,1,0,0,1,0,0,1,0
3.0,9,756,700000,120000,1,0,0,1,0,0,1,0
1.0,5,1144,265000,40000,0,1,0,1,0,0,1,0
3.0,10,1461,175000,90000,1,0,0,1,0,0,1,0
2.0,9,668,260000,89000,1,0,0,1,0,0,1,0
